停留所名,事業者名,バス系統
湖山,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 鳥取大学　鳥取駅〜白兎養護学校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 中河原　鳥取駅〜山崎橋"
姫路公民館,鳥取市,鳥取市気高循環バス船磯線
銀山,日本交通（株）,"32　岩美岩井線, 32H　岩美岩井線"
トレーニングセンター前,琴浦町,琴浦町営バス船上山線
商工会館前,日ノ丸自動車（株）,"日置　青谷町総合支所〜小畑上, 勝部　青谷町総合支所〜桑原, 長和瀬　青谷駅〜長和瀬"
商工会館前,鳥取市,鳥取市絹見バス絹見線
青谷駅,日ノ丸自動車（株）,"日置　青谷町総合支所〜小畑上, 勝部　青谷町総合支所〜桑原, 長和瀬　青谷駅〜長和瀬"
青谷駅,鳥取市,鳥取市絹見バス絹見線
浜村警察署,鳥取市,"鳥取市気高循環バス逢坂線, 鳥取市気高循環バス船磯線"
団地南,日ノ丸自動車（株）,湖山池　鳥取駅〜白兎養護学校
前田橋,日本交通（株）,38・38H　北園団地線
矢口,日ノ丸自動車（株）,白兎海岸線　鳥取駅〜鹿野営業所
矢口,鳥取市,鳥取市気高循環バス瑞穂宝木線
鳥取警察署入口,日ノ丸自動車（株）,"賀露循環線, イオン鳥取北"
城北小学校前,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 中河原　鳥取駅〜山崎橋"
湖山駅前,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 中河原　鳥取駅〜山崎橋"
渡り上り橋,日本交通（株）,38・38H　北園団地線
石脇車庫,日本交通（株）,"橋津線　湯梨浜町役場前経由, 橋津線　はわい温泉経由, 橋津線　R179・湯梨浜町役場前経由, 橋津線　R179・はわい温泉経由, 松崎線　石脇車庫行"
長野,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
化粧橋,琴浦町,琴浦町営バス琴浦海岸線
