停留所名,事業者名,バス系統
比美町,加越能バス（株）,"脇〜新守山〜高岡駅前, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜脇, 氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
愛本駅,（有）宇奈月交通,"愛本本線, 愛本連絡線"
氷見市民病院,加越能バス（株）,"脇〜氷見市民病院, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
荒町,桜井交通（株）,04　石田三日市線（南ルート）
寿町（大崎クリニック前）,魚津市,経田-道下ルート
荒町西,桜井交通（株）,04　石田三日市線（南ルート）
田家新,富山地方鉄道（株）,池尻線
港町（経田魚商前）,魚津市,経田-道下ルート
氷見本町,加越能バス（株）,"脇〜新守山〜高岡駅前, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜脇, 氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
東町（経田運輸前）,魚津市,経田-道下ルート
泉町（魚津工業高校口）,魚津市,経田-道下ルート
氷見高校前,加越能バス（株）,氷見駅前〜氷見高校前
魚津工業高校前,魚津市,経田-道下ルート
南大町口,加越能バス（株）,"脇〜新守山〜高岡駅前, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜脇, 氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
東布施口,富山地方鉄道（株）,池尻線
経田中央公園前,魚津市,経田-道下ルート
地方2区（勝福寺前）,魚津市,経田-道下ルート
朝日丘小学校口,加越能バス（株）,ひみ番屋街〜氷見市民病院（右周り・左回り）
地方元町（JA北部支店横）,魚津市,経田-道下ルート
氷見市農業会館前,加越能バス（株）,ひみ番屋街〜氷見市民病院（右周り・左回り）
氷見駅口（氷見高校）,加越能バス（株）,氷見駅前〜氷見高校前
氷見駅口,加越能バス（株）,"脇〜新守山〜高岡駅前, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜脇"
平伝寺口（はなはな前）,魚津市,経田-道下ルート
上坂2区（経田駐在所前）,魚津市,経田-道下ルート
氷見駅前,加越能バス（株）,"氷見駅前〜氷見高校前, 氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
経田公民館,魚津市,経田-道下ルート
新川みどり野高校,富山地方鉄道（株）,黒沢・大沢線
ヨ八魚問屋口,魚津市,経田-道下ルート
経田口（魚津）,富山地方鉄道（株）,黒沢・大沢線
持光寺北（セブンイレブン持光寺店前）,魚津市,経田-道下ルート
伊勢大町,加越能バス（株）,"脇〜新守山〜高岡駅前, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜脇"
山田,富山地方鉄道（株）,池尻線
川の瀬口,富山地方鉄道（株）,黒沢・大沢線
伊勢大町（仏生寺方面）,加越能バス（株）,済生会高岡病院〜仏生寺〜氷見市民病院
木下新西,魚津市,天神ルート
村上,加越能バス（株）,済生会高岡病院〜仏生寺〜氷見市民病院
木下新公民館前,魚津市,天神ルート
上坂1区（野村表具店前）,魚津市,経田-道下ルート
木下新,富山地方鉄道（株）,黒沢・大沢線
清水,加越能バス（株）,済生会高岡病院〜仏生寺〜氷見市民病院
川の瀬公民館前,魚津市,天神ルート
木下新（クボタ前）,魚津市,天神ルート
持光寺（大徳寺前）,魚津市,経田-道下ルート
持光寺,富山地方鉄道（株）,黒沢・大沢線
矢崎,加越能バス（株）,済生会高岡病院〜仏生寺〜氷見市民病院
川の瀬団地（旧川の瀬ショップ前）,魚津市,天神ルート
小川田住宅口（舘建築前）,魚津市,経田-道下ルート
窪中央,加越能バス（株）,"脇〜新守山〜高岡駅前, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜脇"
青森商店前,魚津市,天神ルート
金太郎温泉前,富山地方鉄道（株）,黒沢・大沢線
川の瀬東,魚津市,天神ルート
金太郎温泉,富山地方鉄道（株）,黒沢・大沢線
中陣,富山地方鉄道（株）,池尻線
平和台ニュータウン,魚津市,経田-道下ルート
朴谷,富山地方鉄道（株）,池尻線
金太郎温泉前,魚津市,天神ルート
仏田（颯創建前）,魚津市,経田-道下ルート
尾山,富山地方鉄道（株）,池尻線
江口（松崎精機前）,魚津市,経田-道下ルート
青島1区北（コーポラス前）,魚津市,経田-道下ルート
江口,富山地方鉄道（株）,黒沢・大沢線
東布施保育所前,富山地方鉄道（株）,池尻線
下蛇田,富山地方鉄道（株）,黒沢・大沢線
窪,加越能バス（株）,"脇〜新守山〜高岡駅前, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜脇"
青島3区会館前（児童公園前）,魚津市,経田-道下ルート
阿弥陀堂（池尻）,富山地方鉄道（株）,池尻線
島崎,加越能バス（株）,済生会高岡病院〜仏生寺〜氷見市民病院
蛇田,富山地方鉄道（株）,黒沢・大沢線
東尾崎公民館前,魚津市,天神ルート
東布施支所前,富山地方鉄道（株）,池尻線
原信前,魚津市,天神ルート
青島2区（市営住宅口）,魚津市,経田-道下ルート
下天神北（平田宅前）,魚津市,天神ルート
青島1区南（新栄組前）,魚津市,経田-道下ルート
江口研修センター前,魚津市,天神ルート
高畠（魚津）,富山地方鉄道（株）,黒沢・大沢線
小川寺口,富山地方鉄道（株）,黒沢・大沢線
青山内科前,魚津市,経田-道下ルート
東尾崎（関口英範宅前）,魚津市,天神ルート
下天神,魚津市,天神ルート
釈迦堂,富山地方鉄道（株）,池尻線
北中（南保運輸前）,魚津市,経田-道下ルート
柳田口（守山経由）,加越能バス（株）,"脇〜新守山〜高岡駅前, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜脇"
柳田口（伏木経由）,加越能バス（株）,"済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院"
万尾,加越能バス（株）,済生会高岡病院〜仏生寺〜氷見市民病院
内生谷,富山地方鉄道（株）,池尻線
東部中学校前,魚津市,"天神ルート, 経田-道下ルート"
東尾崎口,魚津市,天神ルート
魚津神経サナトリウム前,魚津市,天神ルート
天神野新（関口商店前）,魚津市,天神ルート
長引野口,富山地方鉄道（株）,黒沢・大沢線
西布施保育園前,富山地方鉄道（株）,黒沢・大沢線
