停留所名,事業者名,バス系統
第一津波,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
第二恩納,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
第一大浜,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 76瀬底線（共同運行）"
湧川,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
恩納（本部町）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
マザキナ,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
大小堀,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 76瀬底線（共同運行）"
第二伊豆味,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
屋我,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
第一伊豆味,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
我部井,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
第二浜崎,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
アンチ浜入口付近,（同）やんばる急行バス,やんばる急行バス四島線
第二ウジュン原,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
ヒルトン沖縄瀬底リゾート,（同）やんばる急行バス,"やんばる急行バス四島線, やんばる急行バス-ヒルトン瀬底直行線"
屋我浜,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
瀬底ビーチ入口付近,（同）やんばる急行バス,やんばる急行バス四島線
第一浜崎,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
石嘉波,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 76瀬底線（共同運行）"
第一ウジュン原,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
瀬底公民館付近,（同）やんばる急行バス,やんばる急行バス四島線
瀬底公民館前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 76瀬底線（共同運行）"
健堅入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
後原（名護市）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
瀬底,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 76瀬底線（共同運行）"
第二イヤガイ,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
本部港,（同）やんばる急行バス,やんばる急行バス空港線
本部港,（株）北部観光バス,"エアポートライナー, リゾートライナーA, エアポートライナーB, リゾートライナー＃1"
本部港,（有）カリー観光,"那覇空港発→美ら海水族館, 美ら海水族館発→那覇空港"
本部港,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
