停留所名,事業者名,バス系統
イーザ前,京福バス（株）,91　金津・本荘線
イーザ,坂井市,"三国坂井ルート, 雄島ルート, 加戸・三国東部ルート, 浜四郷ルート"
イーザ,ケイカン交通（株）,三国運動公園線
四日市,京福バス（株）,91　金津・本荘線
農協前,京福バス（株）,87　芦原丸岡永平寺線
旧新保コミュニティセンター,坂井市,浜四郷ルート
竹松,京福バス（株）,91　金津・本荘線
竹松,坂井市,加戸・三国東部ルート
西今市,京福バス（株）,91　金津・本荘線
西今市,坂井市,加戸・三国東部ルート
大門,坂井市,"三国坂井ルート, 加戸・三国東部ルート, 浜四郷ルート"
中浜,京福バス（株）,91　金津・本荘線
中元,京福バス（株）,"16　川西三国線, 80　鶉三国線, 81　池見線, 98　海岸線"
新用第2,京福バス（株）,91　金津・本荘線
新用,京福バス（株）,91　金津・本荘線
金津高校,京福バス（株）,"86　長屋線, 87　芦原丸岡永平寺線, 89　金津高校線, 91　金津・本荘線"
光明,京福バス（株）,91　金津・本荘線
金津高校入口,京福バス（株）,86　長屋線
菅野,京福バス（株）,87　芦原丸岡永平寺線
新保体育館,坂井市,浜四郷ルート
河間,京福バス（株）,91　金津・本荘線
汐見,京福バス（株）,"16　川西三国線, 80　鶉三国線, 98　海岸線"
汐見,坂井市,浜四郷ルート
農協跡地,坂井市,浜四郷ルート
玉井,京福バス（株）,81　池見線
玉井,坂井市,"三国坂井ルート, 加戸・三国東部ルート"
三国神社,京福バス（株）,81　池見線
新保,京福バス（株）,"16　川西三国線, 80　鶉三国線, 95　新保米納津線, 98　海岸線"
新保,坂井市,浜四郷ルート
下番,京福バス（株）,91　金津・本荘線
仏徳寺,京福バス（株）,91　金津・本荘線
本荘駅前,京福バス（株）,91　金津・本荘線
中番第2,京福バス（株）,91　金津・本荘線
中番,京福バス（株）,91　金津・本荘線
藤沢,坂井市,加戸・三国東部ルート
金井,京福バス（株）,81　池見線
金井,坂井市,"三国坂井ルート, 加戸・三国東部ルート"
三国木部コミュニティセンター北,坂井市,三国坂井ルート
三国木部コミュニティセンター,坂井市,加戸・三国東部ルート
