停留所名,事業者名,バス系統
志々岐,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
稗方,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
古閑（山鹿）,産交バス（株）,"A5-2：桜町バスターミナル〜植木〜日置〜山鹿バスセンター, A5-2：山鹿バスセンター〜日置〜植木〜田崎橋, A5-3：桜町バスターミナル〜植木温泉〜日置〜山鹿バスセンター"
馬見塚,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
米田農協前,産交バス（株）,山鹿バスセンター〜米の岳〜玉名市役所前〜玉名駅前
四ツ山中区,西鉄バス大牟田（株）,"2系統, 4系統"
四山中区,産交バス（株）,"7：荒尾バスセンター〜山の手〜四ツ山, 8：八幡校前（玉名）〜バスセンター〜月田区〜四ツ山, 12：荒尾バスセンター〜東屋形二丁目〜一小下〜イオンタウン, 13：荒尾バスセンター〜有明高校前〜イオンタウン, 荒尾バスセンター〜東宮内〜住吉北〜イオンタウン"
倉掛,西鉄バス大牟田（株）,16系統
倉掛,産交バス（株）,5：荒尾バスセンター〜助丸〜倉掛〜荒尾駅前
中鬼王,産交バス（株）,"玉名駅前〜北稜高校前〜坂下〜南関上町, くまもと県北病院〜新玉名駅〜坂下〜南関上町"
水洗,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
四山下区,産交バス（株）,"7：荒尾バスセンター〜山の手〜四ツ山, 8：八幡校前（玉名）〜バスセンター〜月田区〜四ツ山, 12：荒尾バスセンター〜東屋形二丁目〜一小下〜イオンタウン, 13：荒尾バスセンター〜有明高校前〜イオンタウン, 荒尾バスセンター〜東宮内〜住吉北〜イオンタウン"
イオンタウン,産交バス（株）,"12：荒尾バスセンター〜東屋形二丁目〜一小下〜イオンタウン, 13：荒尾バスセンター〜有明高校前〜イオンタウン, 荒尾バスセンター〜東宮内〜住吉北〜イオンタウン"
倉掛中,産交バス（株）,5：荒尾バスセンター〜助丸〜倉掛〜荒尾駅前
有明プラザ前,西鉄バス大牟田（株）,3系統
城北高校前,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
