停留所名,事業者名,バス系統
二又橋,高知高陵交通（株）,梼原〜須崎線
二本桜,高知高陵交通（株）,梼原〜越知面線
田野芝入口,高知東部交通（株）,安芸-ジオパーク線
八幡前,高知東部交通（株）,安芸-ジオパーク線
鯛の川口,高知高陵交通（株）,須崎〜高岡西芝線
四万川,高知高陵交通（株）,梼原〜四万川線
田野西入口,高知東部交通（株）,安芸-ジオパーク線
布施ヶ坂公園,高知高陵交通（株）,梼原〜須崎線
奈半利,高知東部交通（株）,安芸-ジオパーク線
夫領,高知高陵交通（株）,梼原〜須崎線
奈半利立町,高知東部交通（株）,安芸-ジオパーク線
奈半利駅,高知東部交通（株）,安芸-ジオパーク線
尾殿,高知高陵交通（株）,須崎〜高岡西芝線
四万川入口,高知高陵交通（株）,梼原〜四万川線
ゴーラ,高知高陵交通（株）,梼原〜越知面線
天神橋,高知高陵交通（株）,梼原〜須崎線
法恩寺通,高知東部交通（株）,安芸-ジオパーク線
笹野,高知高陵交通（株）,梼原〜須崎線
入木,高知東部交通（株）,室戸-甲浦線
東向入口,高知高陵交通（株）,梼原〜四万川線
忠魂碑前,高知高陵交通（株）,梼原〜四万川線
松谷集会所,高知高陵交通（株）,梼原〜四万川線
朝ヶ丘中学校前,高知高陵交通（株）,須崎〜高岡西芝線
笹野第一,高知高陵交通（株）,梼原〜須崎線
松谷分岐,高知高陵交通（株）,梼原〜四万川線
程落（北）,（有）中土佐ハイヤー,コミュニティバス萩中線
平野,高知高陵交通（株）,梼原〜須崎線
長谷口,高知高陵交通（株）,梼原〜四万川線
芹川,高知高陵交通（株）,梼原〜越知面線
船戸東,高知高陵交通（株）,梼原〜須崎線
貯木場西入口,高知東部交通（株）,安芸-ジオパーク線
上成,高知高陵交通（株）,梼原〜四万川線
檜の川橋,高知高陵交通（株）,梼原〜須崎線
押谷口,（有）中土佐ハイヤー,コミュニティバス萩中線
船戸,高知高陵交通（株）,梼原〜須崎線
岩永,高知高陵交通（株）,"須崎〜高岡西芝線, 矢井賀〜須崎線"
中古屋,高知高陵交通（株）,梼原〜越知面線
沖,高知高陵交通（株）,梼原〜四万川線
教習所前,高知高陵交通（株）,梼原〜須崎線
根丸一本松,高知東部交通（株）,室戸-甲浦線
首永,高知高陵交通（株）,梼原〜須崎線
保育園前,高知高陵交通（株）,矢井賀〜須崎線
六本松,高知東部交通（株）,安芸-ジオパーク線
西崎町,高知高陵交通（株）,"須崎〜高岡西芝線, 矢井賀〜須崎線"
西崎町児童公園前,須崎市,須崎市営バス　南〜須崎線
くろしお病院前,須崎市,須崎市営バス　南〜須崎線
土崎分岐,高知高陵交通（株）,矢井賀〜須崎線
多ノ郷駅前,高知高陵交通（株）,矢井賀〜須崎線
上分支所前,高知高陵交通（株）,梼原〜須崎線
西崎住宅前,高知高陵交通（株）,矢井賀〜須崎線
大野見分岐,高知高陵交通（株）,梼原〜須崎線
上森獄,高知高陵交通（株）,梼原〜須崎線
多ノ郷駅南広場前,須崎市,須崎市営バス　南〜須崎線
横浪分岐,須崎市,須崎市営バス　南〜須崎線
横浪分岐,高知高陵交通（株）,"須崎〜高岡西芝線, 矢井賀〜須崎線"
マルナカ前,須崎市,須崎市営バス　南〜須崎線
宮野々上,高知高陵交通（株）,梼原〜四万川線
川上橋,高知高陵交通（株）,梼原〜須崎線
大谷,高知高陵交通（株）,梼原〜須崎線
大間,須崎市,須崎市営バス　南〜須崎線
大間,高知高陵交通（株）,"須崎〜高岡西芝線, 矢井賀〜須崎線"
根丸坂,高知東部交通（株）,室戸-甲浦線
石踊橋,高知高陵交通（株）,梼原〜越知面線
須川,高知東部交通（株）,安芸-ジオパーク線
烏出川,高知高陵交通（株）,梼原〜須崎線
西大間,須崎市,須崎市営バス　南〜須崎線
西大間,高知高陵交通（株）,"須崎〜高岡西芝線, 矢井賀〜須崎線"
下ル川奥,（有）中土佐ハイヤー,コミュニティバス下ル川線
寺元,（有）中土佐ハイヤー,コミュニティバス萩中線
寺尾,高知高陵交通（株）,梼原〜須崎線
市役所通,高知高陵交通（株）,矢井賀〜須崎線
芹川入口,高知高陵交通（株）,梼原〜須崎線
宮野々,高知高陵交通（株）,梼原〜四万川線
県造船前,高知高陵交通（株）,矢井賀〜須崎線
力石,高知高陵交通（株）,梼原〜須崎線
佐喜浜中学校前,高知東部交通（株）,室戸-甲浦線
小須郷,高知東部交通（株）,安芸-ジオパーク線
力石西,高知高陵交通（株）,梼原〜須崎線
藤の越,高知高陵交通（株）,梼原〜四万川線
西の谷,高知高陵交通（株）,梼原〜須崎線
須崎市役所前,高知高陵交通（株）,須崎〜高岡西芝線
大蔵谷,高知高陵交通（株）,梼原〜越知面線
市役所前,須崎市,須崎市営バス　南〜須崎線
丸太,高知高陵交通（株）,梼原〜四万川線
根丸,高知東部交通（株）,室戸-甲浦線
みどりの家,高知高陵交通（株）,梼原〜四万川線
お大師前,高知高陵交通（株）,梼原〜須崎線
下遅越,高知高陵交通（株）,梼原〜須崎線
記念碑前,高知高陵交通（株）,梼原〜四万川線
木桑川橋,高知高陵交通（株）,梼原〜須崎線
遅越,高知高陵交通（株）,梼原〜須崎線
戸別当トンネル東口,高知高陵交通（株）,梼原〜須崎線
中遅越,高知高陵交通（株）,梼原〜須崎線
広野第二,高知高陵交通（株）,梼原〜四万川線
木桑口,高知高陵交通（株）,梼原〜須崎線
広野第一,高知高陵交通（株）,梼原〜四万川線
天満宮前,高知高陵交通（株）,梼原〜須崎線
宮谷,高知高陵交通（株）,梼原〜須崎線
大越,高知高陵交通（株）,梼原〜四万川線
日の口,（有）中土佐ハイヤー,コミュニティバス下ル川線
戸別当トンネル西口,高知高陵交通（株）,梼原〜須崎線
新改,（有）中土佐ハイヤー,コミュニティバス萩中線
池山,須崎市,須崎市営バス　南〜須崎線
池山,高知高陵交通（株）,須崎〜高岡西芝線
中氏,高知高陵交通（株）,梼原〜須崎線
三島神社前,高知高陵交通（株）,梼原〜越知面線
高原荘前,高知高陵交通（株）,梼原〜須崎線
竹ヶ谷,高知東部交通（株）,安芸-ジオパーク線
太郎部,高知高陵交通（株）,梼原〜四万川線
佐喜浜支所前,高知東部交通（株）,室戸-甲浦線
新田東口,高知高陵交通（株）,梼原〜須崎線
柿の木,高知高陵交通（株）,梼原〜須崎線
昭和軒前,高知高陵交通（株）,梼原〜越知面線
権現,（有）中土佐ハイヤー,コミュニティバス萩中線
須崎ゆたか前,須崎市,須崎市営バス　南〜須崎線
須崎ゆたか前,高知高陵交通（株）,須崎〜高岡西芝線
白谷,高知高陵交通（株）,梼原〜四万川線
柿の又口,（有）中土佐ハイヤー,コミュニティバス下ル川線
高沖,高知高陵交通（株）,梼原〜須崎線
梼原橋,高知高陵交通（株）,"梼原〜松原線, 梼原〜四万川線, 梼原〜上西の川線"
白木谷,高知高陵交通（株）,梼原〜四万川線
日本たばこ前,高知高陵交通（株）,矢井賀〜須崎線
四ツ角,高知高陵交通（株）,"梼原〜松原線, 梼原〜越知面線, 梼原〜四万川線, 梼原〜上西の川線"
東津野役場前,高知高陵交通（株）,梼原〜須崎線
西坂口,高知高陵交通（株）,梼原〜須崎線
高野,高知高陵交通（株）,梼原〜須崎線
高野平野,高知高陵交通（株）,梼原〜須崎線
大古味分岐,高知高陵交通（株）,梼原〜須崎線
診療所前（梼原）,高知高陵交通（株）,"梼原〜松原線, 梼原〜四万川線, 梼原〜上西の川線"
大平,（有）中土佐ハイヤー,コミュニティバス下ル川線
須崎駅前,須崎市,須崎市営バス　南〜須崎線
須崎駅前,高知高陵交通（株）,"須崎〜高岡西芝線, 梼原〜須崎線, 矢井賀〜須崎線"
高野局前,高知高陵交通（株）,梼原〜須崎線
水源地,高知高陵交通（株）,梼原〜須崎線
北川,高知高陵交通（株）,梼原〜須崎線
新田,高知高陵交通（株）,梼原〜須崎線
大越分岐,高知高陵交通（株）,"梼原〜松原線, 梼原〜四万川線, 梼原〜上西の川線"
梼原学園,高知高陵交通（株）,"梼原〜松原線, 梼原〜越知面線, 梼原〜四万川線"
役場前,高知高陵交通（株）,"梼原〜松原線, 梼原〜越知面線, 梼原〜四万川線, 梼原〜上西の川線"
北川西,高知高陵交通（株）,梼原〜須崎線
岡本,高知高陵交通（株）,梼原〜須崎線
河内神社前,（有）中土佐ハイヤー,コミュニティバス萩中線
中坂,高知高陵交通（株）,梼原〜須崎線
佐喜浜港上,高知東部交通（株）,室戸-甲浦線
高陵病院前,須崎市,須崎市営バス　南〜須崎線
横町,高知高陵交通（株）,"須崎〜高岡西芝線, 梼原〜須崎線, 矢井賀〜須崎線"
串ノ浦,須崎市,須崎市営バス　南〜須崎線
梼原役場前,高知高陵交通（株）,梼原〜須崎線
池尻,高知高陵交通（株）,"梼原〜須崎線, 矢井賀〜須崎線"
須崎局前,須崎市,須崎市営バス　南〜須崎線
須崎局前,高知高陵交通（株）,"須崎〜高岡西芝線, 梼原〜須崎線, 矢井賀〜須崎線"
極楽橋,須崎市,須崎市営バス　南〜須崎線
極楽橋,高知高陵交通（株）,"須崎〜高岡西芝線, 梼原〜須崎線, 矢井賀〜須崎線"
新荘小学校前,高知高陵交通（株）,梼原〜須崎線
屋敷前,高知高陵交通（株）,梼原〜須崎線
梼原,高知高陵交通（株）,"梼原〜須崎線, 梼原〜松原線, 梼原〜越知面線, 梼原〜四万川線, 梼原〜上西の川線"
文化会館前,須崎市,須崎市営バス　南〜須崎線
文化会館前,高知高陵交通（株）,"須崎〜高岡西芝線, 梼原〜須崎線, 矢井賀〜須崎線"
神根越,高知高陵交通（株）,梼原〜須崎線
神在居,高知高陵交通（株）,梼原〜須崎線
加領郷西入口,高知東部交通（株）,安芸-ジオパーク線
太郎川,高知高陵交通（株）,梼原〜須崎線
須崎本社営業所,高知高陵交通（株）,"須崎〜高岡西芝線, 梼原〜須崎線, 矢井賀〜須崎線"
竹薮学校前,高知高陵交通（株）,梼原〜四万川線
中村分岐須崎高校前,高知高陵交通（株）,梼原〜須崎線
太郎川公園前,高知高陵交通（株）,梼原〜須崎線
新荘駅前,高知高陵交通（株）,"梼原〜須崎線, 矢井賀〜須崎線"
中村分岐,高知高陵交通（株）,矢井賀〜須崎線
都呂,高知東部交通（株）,室戸-甲浦線
西の谷橋,高知高陵交通（株）,梼原〜四万川線
ゴーソウ,（有）中土佐ハイヤー,コミュニティバス下ル川線
加領郷,高知東部交通（株）,安芸-ジオパーク線
鳴薮,高知高陵交通（株）,梼原〜四万川線
都呂南,高知東部交通（株）,室戸-甲浦線
角谷,高知高陵交通（株）,矢井賀〜須崎線
エム・セテック第二工場前,須崎市,須崎市営バス　南〜須崎線
下ル川口,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線"
上高樋,（有）中土佐ハイヤー,コミュニティバス高樋線
葛薮下,高知高陵交通（株）,"梼原〜松原線, 梼原〜四万川線, 梼原〜上西の川線"
大谷漁協前,須崎市,須崎市営バス　南〜須崎線
大谷,須崎市,須崎市営バス　南〜須崎線
宮前,（有）中土佐ハイヤー,コミュニティバス高樋線
西の川,高知高陵交通（株）,梼原〜四万川線
萩中,（株）四万十交通,萩中〜大野見線
旧大野見北小学校,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
大マタ下,（有）中土佐ハイヤー,コミュニティバス高樋線
下高樋,（有）中土佐ハイヤー,コミュニティバス高樋線
勢井,須崎市,須崎市営バス　南〜須崎線
西の川第二,高知高陵交通（株）,梼原〜四万川線
葛薮,高知高陵交通（株）,"梼原〜松原線, 梼原〜四万川線, 梼原〜上西の川線"
島ノ川口,（有）中土佐ハイヤー,コミュニティバス高樋線
堂の元,高知高陵交通（株）,梼原〜上西の川線
西勢井,須崎市,須崎市営バス　南〜須崎線
大マタ,（有）中土佐ハイヤー,コミュニティバス高樋線
南小中学校前,須崎市,須崎市営バス　南〜須崎線
加領郷東入口,高知東部交通（株）,安芸-ジオパーク線
宮戸川橋,高知高陵交通（株）,梼原〜上西の川線
小田,高知高陵交通（株）,"梼原〜四万川線, 梼原〜上西の川線"
惣崎,（有）中土佐ハイヤー,コミュニティバス高樋線
大マタ峠,（有）中土佐ハイヤー,コミュニティバス高樋線
佐喜浜水源地,高知東部交通（株）,室戸-甲浦線
落合橋,高知高陵交通（株）,"梼原〜四万川線, 梼原〜上西の川線"
新西の川橋,高知高陵交通（株）,"梼原〜四万川線, 梼原〜上西の川線"
寺野,（株）四万十交通,萩中〜大野見線
寺野,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
小家谷,（有）中土佐ハイヤー,コミュニティバス高樋線
橋詰,高知高陵交通（株）,"梼原〜四万川線, 梼原〜上西の川線"
野見郵便局前,須崎市,須崎市営バス　南〜須崎線
西の川第一,高知高陵交通（株）,梼原〜四万川線
小岩カーブ,高知高陵交通（株）,"梼原〜四万川線, 梼原〜上西の川線"
住宅前,高知高陵交通（株）,梼原〜松原線
源内谷,高知高陵交通（株）,梼原〜上西の川線
野見,須崎市,須崎市営バス　南〜須崎線
井立,須崎市,須崎市営バス　南〜須崎線
小古美橋,高知高陵交通（株）,"梼原〜四万川線, 梼原〜上西の川線"
山子分岐,高知高陵交通（株）,梼原〜松原線
猫滝,（株）四万十交通,萩中〜大野見線
猫滝,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
川口,高知高陵交通（株）,梼原〜松原線
仲河原橋,高知高陵交通（株）,"梼原〜四万川線, 梼原〜上西の川線"
仲間,高知高陵交通（株）,"梼原〜四万川線, 梼原〜上西の川線"
栃の木谷,高知高陵交通（株）,"梼原〜四万川線, 梼原〜上西の川線"
桑ノ又口,（株）四万十交通,萩中〜大野見線
桑ノ又口,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
川井分岐,高知高陵交通（株）,梼原〜松原線
領久,高知高陵交通（株）,矢井賀〜須崎線
羽根岬,高知東部交通（株）,安芸-ジオパーク線
西坂本,高知東部交通（株）,安芸-ジオパーク線
尾﨑,高知東部交通（株）,室戸-甲浦線
西の浜,高知東部交通（株）,安芸-ジオパーク線
竹ヶ谷,（株）四万十交通,萩中〜大野見線
竹ヶ谷,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
尾崎橋,高知東部交通（株）,室戸-甲浦線
ドライブイン前,高知高陵交通（株）,矢井賀〜須崎線
羽根病院前,高知東部交通（株）,安芸-ジオパーク線
楠ノ川,（有）中土佐ハイヤー,コミュニティバス楠ノ川線
岩崎,（株）四万十交通,萩中〜大野見線
岩崎,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
安和駅前,高知高陵交通（株）,矢井賀〜須崎線
羽根新田,高知東部交通（株）,安芸-ジオパーク線
神母野,（株）四万十交通,萩中〜大野見線
神母野,（有）中土佐ハイヤー,"コミュニティバス下ル川線, コミュニティバス萩中線, コミュニティバス高樋線"
徳増民宿前,高知東部交通（株）,室戸-甲浦線
お茶畑,高知高陵交通（株）,梼原〜松原線
